BlueID,RedID,Blue_Elixir_Leaked,Red_Elixir_Leaked,Win
JJJUR0YUU,UUG28UVGU,1.59,1.07,0
JJJUR0YUU,UVQC998YP,1.43,4.6,1
JJJUR0YUU,C0UGJQGP8,1.37,1.18,0
JJJUR0YUU,RV92UGVGG,4.44,8.07,1
JJJUR0YUU,LLRV9L29G,31.67,4.35,0
JJJUR0YUU,C0L2GY9YQ,7.66,7.6,0
JJJUR0YUU,V2RR8QJUG,4.41,2.3,1
JJJUR0YUU,VPLQ0LRPP,5.62,15.17,1
JJJUR0YUU,Q8RQPQGLV,22.6,0.46,0
JJJUR0YUU,CGL2QUGRP,11.51,0.39,0
JJJUR0YUU,20JP99VY9G,1.2,18.49,1
JJJUR0YUU,20J8CRQYCC,1.85,9.67,1
JJJUR0YUU,20PC2YQVPR,4.29,21.01,1
JJJUR0YUU,URVCCUPYR,2.82,5.99,0
JJJUR0YUU,UY9GP8YY8,1.66,1.28,0
JJJUR0YUU,2089290RR8,1.59,12.18,1
JJJUR0YUU,CRGGVRRL8,0.0,0.42,1
JJJUR0YUU,JVLJYU0YV,0.85,3.43,0
JJJUR0YUU,VU02C2CQU,0.48,2.6,1
JJJUR0YUU,V9CY90YQJ,0.46,0.0,0
JJJUR0YUU,VRV2GGYQV,2.09,13.09,1
JJJUR0YUU,20Y8CU9RVL,1.96,0.57,0
JJJUR0YUU,VU8RQU88Q,0.0,7.73,0
JJJUR0YUU,V8QR2UUCP,2.06,3.46,1
JJJUR0YUU,GGCYV0QVV,0.04,7.96,1
JJJUR0YUU,VRLR0YGJR,2.46,4.46,1
JJJUR0YUU,VU29Y2U2G,14.85,1.61,0
JJJUR0YUU,202U2QJRPL,2.25,7.56,0
JJJUR0YUU,UVCQGRGU8,6.35,2.35,0
JJJUR0YUU,20C2JCV888,4.46,6.19,1
JJJUR0YUU,22008GCY2,1.11,0.0,0
JJJUR0YUU,RQL88PQ0Y,7.53,0.0,1
JJJUR0YUU,J8RJJQU99,0.68,0.0,0
JJJUR0YUU,U92PUGUP2,0.85,0.0,0
U92PUGUP2,20P2J88UQY,0.28,8.41,0
U92PUGUP2,VR0CQU9CP,1.41,8.41,1
U92PUGUP2,YQY0Y2G82,2.92,3.88,0
U92PUGUP2,URQLPQVL2,0.53,6.02,1
U92PUGUP2,U0P8LQUUC,0.86,0.94,0
U92PUGUP2,V90Y80QUQ,0.34,2.64,1
U92PUGUP2,V9CQQGQ2G,0.0,0.0,1
U92PUGUP2,VYRV2898L,0.43,2.88,1
U92PUGUP2,VVGQYVY2J,2.03,4.73,1
U92PUGUP2,VVCU2RY02,1.67,2.74,1
U92PUGUP2,VQYR2V2YL,0.78,0.85,1
U92PUGUP2,CRLVUP8JQ,0.5,0.0,0
U92PUGUP2,VY08P0J08,13.85,0.86,0
U92PUGUP2,20YGLGQJPL,1.78,0.0,0
U92PUGUP2,V8RJ20V02,13.75,64.75,1
U92PUGUP2,V808PPRY9,0.07,2.33,1
U92PUGUP2,9JVRY2QJC,0.0,6.59,1
U92PUGUP2,20G9QPCYYG,0.0,0.0,1
U92PUGUP2,VPU098U9G,0.26,5.35,1
U92PUGUP2,PJJLVY9JG,39.25,82.25,0
U92PUGUP2,VPGJR90CL,76.5,82.5,1
U92PUGUP2,V0J98RVQU,44.25,36.25,0
U92PUGUP2,V9GV2V0VP,45.62,39.62,0
U92PUGUP2,V2LRVLP22,8.16,1.41,0
U92PUGUP2,208LGG9V08,1.53,5.41,0
U92PUGUP2,208Q0P2VG8,0.48,0.23,1
U92PUGUP2,2UV8QUQ,0.0,1.28,0
U92PUGUP2,UVLR92VQP,1.89,2.47,0
U92PUGUP2,20C08GCPGY,0.67,2.58,1
U92PUGUP2,8Y92QRYY2,0.0,8.18,0
U92PUGUP2,JJJUR0YUU,0.0,0.85,1
U92PUGUP2,ULQ8JC2L8,0.0,12.33,0
U92PUGUP2,UUPVJRGGL,0.0,9.88,0
UUPVJRGGL,JLG9YC8U8,4.99,8.74,0
UUPVJRGGL,JJY99GVQU,7.31,3.7,1
UUPVJRGGL,QGLQL8CPL,14.51,4.51,0
UUPVJRGGL,UULG2UY0L,1.07,1.51,0
UUPVJRGGL,V0PCLPLJG,32.34,36.99,0
UUPVJRGGL,YCQ8P0Y0C,0.96,0.75,0
UUPVJRGGL,209CGLRJGP,2.59,2.67,1
UUPVJRGGL,L0R9JPL2V,7.41,2.78,0
UUPVJRGGL,9CCYCYVPU,7.59,12.41,1
UUPVJRGGL,RLVCVUR2,8.52,20.41,1
UUPVJRGGL,2L8LCJPLL,5.99,3.18,1
UUPVJRGGL,V2V9LYL9Q,8.59,7.41,1
UUPVJRGGL,URC2U9V2G,7.21,31.38,1
UUPVJRGGL,20Y8V9VVYJ,3.13,1.1,0
UUPVJRGGL,PLRJP08YU,7.41,16.41,1
UUPVJRGGL,8L0GLV98J,1.03,2.35,1
UUPVJRGGL,L2Q9RU8J2,6.14,20.99,1
UUPVJRGGL,20909VPPYY,9.03,6.24,0
UUPVJRGGL,VQ2QCUV0G,7.01,0.0,1
UUPVJRGGL,V28CJ9J0V,1.9,0.0,0
V28CJ9J0V,U9G2P02UQ,0.52,0.15,0
V28CJ9J0V,RJ28QPGVR,0.4,4.18,1
V28CJ9J0V,VUJ8CGV8,0.45,17.57,1
V28CJ9J0V,PRLQVL8Y9,0.38,7.7,1
V28CJ9J0V,CY90CQRR,0.0,3.07,1
V28CJ9J0V,R2CRPPGCJ,2.52,8.07,1
V28CJ9J0V,200CRCV9PJ,0.13,0.77,0
V28CJ9J0V,99GVJU9C9,2.03,2.27,1
V28CJ9J0V,R280LPY8Y,4.37,37.1,1
V28CJ9J0V,QYYY2VQ98,0.34,18.48,1
V28CJ9J0V,J90Y0YL0Y,1.15,0.0,0
V28CJ9J0V,8RGQJUP8L,0.0,1.52,0
V28CJ9J0V,P9JLL9JC,2.8,1.37,0
V28CJ9J0V,900QLCC,0.92,3.0,0
V28CJ9J0V,8CVUJY90,3.32,0.0,1
V28CJ9J0V,R920CG8Q2,0.0,0.1,1
V28CJ9J0V,QYVRJ0CGL,0.0,0.1,0
V28CJ9J0V,RGLL2L9C8,0.26,2.2,0
V28CJ9J0V,UGPV92PVQ,0.0,1.17,0
V28CJ9J0V,8QJR2YPQQ,0.0,0.0,1
V28CJ9J0V,9VPLC2Y,1.3,0.03,0
V28CJ9J0V,GYU2GV28C,1.92,0.0,1
V28CJ9J0V,9CUVR8R8,7.21,2.02,0
V28CJ9J0V,UCGJ2G00P,11.41,28.41,1
V28CJ9J0V,JR0G2LYLU,32.41,6.7,0
V28CJ9J0V,UY0QCRRG0,19.57,0.2,0
V28CJ9J0V,209LQYPCG2,169.13,173.13,0
V28CJ9J0V,U8R02UVC,0.49,0.49,0
V28CJ9J0V,909GVCUGJ,0.24,0.83,0
V28CJ9J0V,UYJ8RVQ2J,6.68,1.43,1
V28CJ9J0V,G09CQ0JVG,0.0,20.54,0
G09CQ0JVG,CG88P0ULG,55.02,0.0,0
G09CQ0JVG,9U2QYJCV9,11.18,10.18,1
G09CQ0JVG,UU2RLQVCV,9.91,2.25,0
G09CQ0JVG,CGYYPQP0V,1.81,0.0,0
G09CQ0JVG,UC80CV002,5.08,3.25,1
G09CQ0JVG,UY8VRQVPY,4.35,13.35,1
G09CQ0JVG,GULLLR2U0,14.5,10.28,1
G09CQ0JVG,CLJQ8JLRV,17.75,0.0,1
G09CQ0JVG,202YVY9C90,4.2,4.31,0
G09CQ0JVG,VPCRYCYLP,2.88,6.41,1
G09CQ0JVG,VC8G80V0G,8.68,0.0,1
G09CQ0JVG,UJYC020J0,3.48,3.45,1
G09CQ0JVG,UG2QCLCYL,0.37,2.22,1
G09CQ0JVG,VPQUUQV8V,0.38,18.82,1
G09CQ0JVG,G9CUP9LQJ,0.97,4.61,1
G09CQ0JVG,LLU2UUPV9,3.16,1.45,0
G09CQ0JVG,200202RLVR,2.06,7.51,0
G09CQ0JVG,P2VU9JYJR,1.6,1.24,1
G09CQ0JVG,VPCV8PQRG,3.6,2.31,1
G09CQ0JVG,8Q9PLJR8,4.42,3.85,0
G09CQ0JVG,V9YQG8VYU,27.31,3.18,0
G09CQ0JVG,VVP8LP9YJ,4.03,7.67,1
G09CQ0JVG,VYJ0P2YPU,4.81,5.41,1
G09CQ0JVG,VPLPUJQVY,5.41,5.82,1
G09CQ0JVG,RC88PYULL,2.88,3.2,0
G09CQ0JVG,UVUVLPCRG,4.28,0.23,0
G09CQ0JVG,P9YYYL0QG,5.94,9.29,0
G09CQ0JVG,UULVG0VVJ,0.0,0.62,1
G09CQ0JVG,20Y9PV0CP8,6.1,3.41,1
G09CQ0JVG,JJ2UYRYCC,2.01,5.41,1
G09CQ0JVG,V898RVC9P,6.85,7.27,0
G09CQ0JVG,20PV9QUU29,2.45,1.5,1
G09CQ0JVG,2PGCP009Y,3.03,3.84,1
G09CQ0JVG,UCUQL9LLV,0.0,0.56,1
UCUQL9LLV,PRGLPL9GQ,0.74,0.1,1
UCUQL9LLV,C2URP92GG,169.18,156.97,0
UCUQL9LLV,VQGG9RY8V,0.65,0.75,0
UCUQL9LLV,QLR2R8QCU,12.41,0.85,1
UCUQL9LLV,V0V88RUP2,66.0,56.5,1
UCUQL9LLV,CVGCULLPV,60.75,52.75,1
UCUQL9LLV,Q0PJ02QPC,58.12,57.12,0
UCUQL9LLV,VCYQPCJRQ,45.5,59.5,1
UCUQL9LLV,PJ209R8UP,27.87,13.87,1
UCUQL9LLV,JJPU9UJ82,69.62,64.62,1
UCUQL9LLV,VJUVQPPLY,161.0,77.0,0
UCUQL9LLV,CPJPUQU9Y,106.0,84.0,0
UCUQL9LLV,CGJRRYRVP,85.62,31.62,0
UCUQL9LLV,20GPU9G0V9,143.0,97.0,0
UCUQL9LLV,UY2JJLJY,67.12,69.12,0
UCUQL9LLV,V2VPCJQRQ,80.75,58.75,0
UCUQL9LLV,28QVVRQPG,71.75,39.75,0
UCUQL9LLV,VGRV29YGP,57.0,116.0,0
UCUQL9LLV,9JVL892C9,46.37,36.37,0
UCUQL9LLV,LQ2VPV0LV,133.0,130.0,0
UCUQL9LLV,YJQPJQCUL,60.5,20.5,0
UCUQL9LLV,9UG9GVU2,99.87,28.87,0
UCUQL9LLV,V88PRRJG9,155.75,148.75,1
UCUQL9LLV,LLRLYCYCU,116.5,17.5,0
UCUQL9LLV,V2JRPUJUV,78.0,139.0,1
UCUQL9LLV,CCYLGVRQ0,118.75,107.25,0
UCUQL9LLV,202UQ9822V,0.38,0.16,1
UCUQL9LLV,C8CQ2Y0JV,15.22,6.37,1
UCUQL9LLV,V0R89P8GJ,4.56,2.02,1
UCUQL9LLV,20YRCLP0J8,11.33,4.33,1
UCUQL9LLV,G0GRJQU,0.0,11.77,0
UCUQL9LLV,QR9UJVU8Y,3.94,0.0,0
QR9UJVU8Y,JCU8YP89C,29.35,9.89,0
QR9UJVU8Y,PLUVRGCR,2.53,3.39,0
QR9UJVU8Y,200G2CJRGL,3.73,4.62,1
QR9UJVU8Y,UVYQ089QP,2.24,2.56,1
QR9UJVU8Y,JRLVCJQJR,8.87,7.87,1
QR9UJVU8Y,20Y8CU28RP,1.53,0.0,1
QR9UJVU8Y,UYJCV29V2,3.35,3.89,0
QR9UJVU8Y,20Y8UC8YUY,3.6,1.82,0
QR9UJVU8Y,2QP2CG0YR,0.89,1.1,0
QR9UJVU8Y,RUU82J8RQ,4.05,3.42,1
QR9UJVU8Y,2YLC28QJ0,1.69,3.55,0
QR9UJVU8Y,9U9ULGJ0J,1.03,3.81,1
QR9UJVU8Y,VGRR009VR,2.39,5.23,0
QR9UJVU8Y,RYRRJ08QU,4.42,7.03,0
QR9UJVU8Y,URGUUG802,8.41,2.81,0
QR9UJVU8Y,2QJUGRL0G,4.28,5.41,1
QR9UJVU8Y,QP0PJCCCJ,4.46,14.41,1
QR9UJVU8Y,2GQLV0VL,6.66,1.99,0
QR9UJVU8Y,UYUU8VY,3.02,1.2,0
QR9UJVU8Y,9Y98GPJ02,6.35,6.23,1
QR9UJVU8Y,9J9URUC90,4.42,6.84,0
QR9UJVU8Y,Y8CRVJPGP,1.91,0.08,1
QR9UJVU8Y,VG0PVP29V,4.6,7.57,1
QR9UJVU8Y,Q2J0VY0U0,2.32,3.42,1
QR9UJVU8Y,VYJJQ898P,1.96,5.52,1
QR9UJVU8Y,20C9ULJ0P,0.69,1.12,0
QR9UJVU8Y,CGQJY828P,0.19,0.0,0
QR9UJVU8Y,8ULQQU98P,8.93,3.99,0
QR9UJVU8Y,LUP0LLPL9,5.64,17.41,1
QR9UJVU8Y,9LLQUYLRG,1.61,0.0,1
9LLQUYLRG,U98JVPPRC,3.12,7.38,1
9LLQUYLRG,CL09UG2J,2.53,3.96,1
9LLQUYLRG,20VYV82VPU,0.46,1.02,1
9LLQUYLRG,VYRV8UJRL,5.32,4.35,1
9LLQUYLRG,20CG0JYPLU,0.81,7.67,0
9LLQUYLRG,LQ9YVUCCR,6.14,1.41,1
9LLQUYLRG,JJ828LJV8,2.92,2.38,0
9LLQUYLRG,20Y9VLUPR8,1.49,4.88,1
9LLQUYLRG,98LQVCC9,4.41,3.45,0
9LLQUYLRG,CVP8VVL9J,0.17,1.87,1
9LLQUYLRG,22G98VC0U,2.17,4.45,0
9LLQUYLRG,VYRJ890PL,4.1,0.0,1
9LLQUYLRG,2L9V82RC,3.63,3.24,0
9LLQUYLRG,YV20PCG0J,0.92,0.71,1
9LLQUYLRG,QLRQQVJPL,4.73,2.98,0
9LLQUYLRG,UUJQ09UP0,2.39,1.1,1
9LLQUYLRG,2C8CQGP8R,1.96,0.0,1
9LLQUYLRG,20CQJ92G8Y,4.28,2.85,1
9LLQUYLRG,9YJLRY89R,2.33,4.2,0
9LLQUYLRG,20LYCJ82G2,2.51,0.0,1
9LLQUYLRG,LJY08QUGU,1.82,1.71,0
9LLQUYLRG,VL2RR92QL,1.3,5.37,0
9LLQUYLRG,9Y802QJL9,2.68,0.18,0
9LLQUYLRG,VLLP2JJ90,1.0,0.0,1
9LLQUYLRG,98QGLJQC,9.63,2.56,0
9LLQUYLRG,20VYCGCPLY,2.0,0.0,0
9LLQUYLRG,P9VVLGCC,7.77,0.74,1
9LLQUYLRG,VQYRY298Q,2.15,7.03,0
9LLQUYLRG,G9YG89LJ9,2.82,3.32,1
9LLQUYLRG,2RGL08QR,1.46,1.94,0
9LLQUYLRG,20Q8VRL9C9,0.0,8.96,0
9LLQUYLRG,GUVRPYRQ,0.0,2.84,0
9LLQUYLRG,JCJLY92C8,0.0,14.36,0
9LLQUYLRG,PC2CRG2C2,0.0,1.56,1
9LLQUYLRG,2YJJQUVC,0.0,16.04,0
2YJJQUVC,89G8QVPV,14.24,16.0,1
2YJJQUVC,LGPG2P2QL,4.99,1.17,1
2YJJQUVC,UL0G8V9G0,0.08,0.3,1
2YJJQUVC,200UGJQPGP,0.0,2.91,1
2YJJQUVC,2V802J9,0.67,0.0,1
2YJJQUVC,VLQUGRV0R,0.1,0.0,1
2YJJQUVC,RUP2RYR9Q,0.27,2.05,0
2YJJQUVC,GRG8UUGLU,0.59,0.0,0
2YJJQUVC,RQVR8JV8G,0.61,0.82,0
2YJJQUVC,PJG2VYY20,0.21,0.21,0
2YJJQUVC,VVPP9VVCQ,0.0,0.0,1
2YJJQUVC,8CVUG0GP0,2.09,7.41,1
2YJJQUVC,982VVLRG9,1.41,0.02,1
2YJJQUVC,R9JYUQ9CC,0.0,0.41,0
2YJJQUVC,JJ2C0Q0PU,2.07,1.96,0
2YJJQUVC,8RYJ28QVQ,4.06,0.75,0
2YJJQUVC,9V2U8Y080,0.38,0.16,1
2YJJQUVC,VYJ8YRPG0,0.56,2.53,0
2YJJQUVC,U8GVLQU0U,4.92,2.55,0
2YJJQUVC,JPGG8J899,0.0,9.88,1
2YJJQUVC,9VVLQPRL,2.24,1.74,0
2YJJQUVC,LV0LRUP0P,2.45,0.53,1
2YJJQUVC,V2CGPQVCY,0.06,0.46,1
2YJJQUVC,PYLPJ2YQ9,0.0,0.81,0
2YJJQUVC,JRRCUVGRG,0.21,1.71,1
2YJJQUVC,VYJ029GUC,1.75,3.41,1
2YJJQUVC,R8Y980JQ2,2.42,0.16,1
2YJJQUVC,CRULV90Y8,1.34,0.0,0
2YJJQUVC,9UJLQVVJ9,0.0,2.88,0
2YJJQUVC,8UPCU8VL,10.25,0.0,1
2YJJQUVC,U9PRR0P2L,0.0,9.94,0
2YJJQUVC,VY0J9P0VG,0.0,0.66,1
2YJJQUVC,LVCLVCJP0,2.42,0.0,0
2YJJQUVC,VVVP8JULQ,23.65,0.0,1
VVVP8JULQ,V9L9YRL0Y,0.13,4.77,1
VVVP8JULQ,LP99VRRJ8,2.56,0.0,1
VVVP8JULQ,VYCCYJL28,0.0,0.0,1
VVVP8JULQ,2009JRR9Y9,0.86,4.25,1
VVVP8JULQ,VJLV229PL,1.07,0.0,1
VVVP8JULQ,VQGLYPJRG,0.99,10.41,1
VVVP8JULQ,200LY0G2UV,1.1,1.1,0
VVVP8JULQ,V9RGUJRGJ,15.18,0.0,0
VVVP8JULQ,VYP9YP0V0,0.79,2.46,1
VVVP8JULQ,VY9UQV2VQ,0.17,0.0,1
VVVP8JULQ,20PQ9PULYP,1.07,0.82,1
VVVP8JULQ,VYJPQVGUP,0.0,4.41,1
VVVP8JULQ,VLUVJCVP0,4.03,2.95,0
VVVP8JULQ,VLRRQCL2L,1.41,4.09,1
VVVP8JULQ,VPP9VRP2G,0.45,1.79,0
VVVP8JULQ,VPRQYRLYP,0.67,1.46,0
VVVP8JULQ,VYPPQYY90,15.41,1.41,1
VVVP8JULQ,V2JYVQGVV,0.0,0.0,1
VVVP8JULQ,20GVUR08LQ,0.0,1.0,0
VVVP8JULQ,UUJYQRG9L,1.11,0.21,1
VVVP8JULQ,VQ9GY0UL8,1.19,3.68,1
VVVP8JULQ,VV8GCU20G,1.15,1.79,1
VVVP8JULQ,20PY8P0J9V,34.59,14.17,0
VVVP8JULQ,208UVULQYU,0.37,1.82,1
VVVP8JULQ,VYL2JVJRQ,0.0,0.0,1
VVVP8JULQ,VY228YURP,0.0,0.16,1
VVVP8JULQ,200YU200YY,0.0,0.0,1
VVVP8JULQ,20QG0LQU28,0.0,2.02,0
VVVP8JULQ,VYR8VG9CJ,1.32,0.35,1
VVVP8JULQ,20JGPJ8C9R,0.0,0.0,1
VVVP8JULQ,9PUURCQY,0.85,0.0,0
9PUURCQY,JQL002J,0.56,0.63,1
9PUURCQY,RPQLC9U88,8.41,0.0,1
9PUURCQY,9P2U0U890,0.0,0.28,1
9PUURCQY,98J0R80CP,4.21,2.41,0
9PUURCQY,2RQRUY0JQ,7.13,23.35,1
9PUURCQY,C8JPJJVYJ,0.05,2.46,1
9PUURCQY,JLY8YYQVJ,1.14,5.41,0
9PUURCQY,8QGRPJP8,4.16,0.78,1
9PUURCQY,R99LGVUC8,2.89,2.46,1
9PUURCQY,2002U0YJR,27.34,5.95,0
9PUURCQY,RV0GU8PPV,3.06,3.41,1
9PUURCQY,28RRRPVRL,7.52,2.74,0
9PUURCQY,2YV0Q9JV,3.38,0.0,1
9PUURCQY,CVRQ29UVR,1.09,8.41,1
9PUURCQY,UPLY89QJ8,0.28,13.57,1
9PUURCQY,UGPQPCQQG,3.22,1.56,1
9PUURCQY,29R2G20Y2,4.1,1.74,1
9PUURCQY,VLVCGJRC9,3.1,2.35,1
9PUURCQY,VQYR8JYL0,1.58,0.3,1
9PUURCQY,U8C0Q99LR,36.41,11.35,0
9PUURCQY,VV0PV20CV,4.6,1.28,0
9PUURCQY,PG8UCPJU,2.89,1.92,1
9PUURCQY,8QLJGVPQ8,0.64,9.66,1
9PUURCQY,PLC0RVC0J,10.41,2.41,0
9PUURCQY,JG00RYCJG,2.84,4.84,0
9PUURCQY,L0LJP0PGY,4.41,3.38,0
9PUURCQY,9CCVRR0V,1.93,0.66,0
9PUURCQY,PG8YL8VRL,6.67,1.17,0
9PUURCQY,2PJR9QUP0,0.63,13.35,1
9PUURCQY,9Y9UR0R8,4.41,0.53,0
9PUURCQY,V9YQUQRGU,0.0,0.9,1
9PUURCQY,20P0PV99Q8,0.0,0.35,1
9PUURCQY,20Y2U8JPR8,0.0,1.18,1
20Y2U8JPR8,VLVJ88UL8,2.58,3.44,0
20Y2U8JPR8,VLJR9LJJ0,4.41,13.41,0
20Y2U8JPR8,20P999G220,1.35,21.79,1
20Y2U8JPR8,20VY0VCURC,0.39,0.98,0
20Y2U8JPR8,20YG22JQ9C,0.98,14.88,1
20Y2U8JPR8,20L9JRVURV,5.81,4.67,1
20Y2U8JPR8,UYVYJ0PPG,4.43,1.66,1
20Y2U8JPR8,UQR92CQLU,1.87,2.21,1
20Y2U8JPR8,82020LYU0,1.13,0.0,0
20Y2U8JPR8,UY002VG0J,0.55,6.37,0
20Y2U8JPR8,VQPPGYY90,5.05,11.96,1
20Y2U8JPR8,VYUUUYURC,1.57,13.18,1
20Y2U8JPR8,2G009YU0U,3.41,0.41,0
20Y2U8JPR8,VYGLP0LGJ,1.03,0.0,1
20Y2U8JPR8,209LQ9988Q,0.65,1.41,0
20Y2U8JPR8,V99GYPQY9,4.14,3.03,1
20Y2U8JPR8,UV0PJ9JJP,3.62,7.62,0
20Y2U8JPR8,RJJ90Q9VG,0.64,3.69,1
20Y2U8JPR8,VPVR9C8Y9,5.41,0.89,0
20Y2U8JPR8,VL8V0YRCV,8.82,7.4,1
20Y2U8JPR8,UUJ9Q8YP2,0.0,0.0,1
20Y2U8JPR8,20VY029YQ8,1.75,7.18,1
20Y2U8JPR8,V8CUR92L2,2.41,1.64,0
20Y2U8JPR8,2008L9PYGG,2.81,1.28,1
20Y2U8JPR8,VY92PQGGV,1.82,4.24,1
20Y2U8JPR8,20JGYGPYC0,1.19,3.41,1
20Y2U8JPR8,20V8V0UG20,0.62,2.96,1
20Y2U8JPR8,V0Q0RVRRQ,0.33,0.16,1
20Y2U8JPR8,20R2QR08PP,0.21,0.16,1
20Y2U8JPR8,200PLC889G,0.21,0.0,1
200PLC889G,VYRU8VYGV,2.26,3.14,1
200PLC889G,V89GVUQRP,2.17,2.35,0
200PLC889G,V92L9VGLP,0.91,3.92,0
200PLC889G,V822YP9GP,0.39,5.41,1
200PLC889G,V0JVUCGLL,0.73,0.66,1
200PLC889G,CLPCVQRCJ,0.0,1.53,0
200PLC889G,20Y8VU0QCC,0.28,2.74,1
200PLC889G,VLVJRY28C,0.3,4.07,1
200PLC889G,VYRJQRPJL,0.3,3.21,1
200PLC889G,VYJ2QYCVP,1.0,3.7,0
200PLC889G,20LYRPLGL0,0.85,0.11,1
200PLC889G,200GLGYGCQ,1.58,2.41,0
200PLC889G,200G8PCJJ0,0.0,7.13,1
200PLC889G,VU8UQQPCY,0.37,3.41,0
200PLC889G,20V0GJJLY9,2.31,6.41,0
200PLC889G,VCL9Y8URV,0.0,0.0,0
200PLC889G,200G88Y0CR,0.42,4.14,1
200PLC889G,V8LJVPP2R,0.0,1.08,0
200PLC889G,CU8RPCVJ0,0.0,1.41,1
200PLC889G,YYGCY0VUU,1.79,0.52,0
200PLC889G,VCCUVYQCJ,0.0,0.0,0
200PLC889G,200G2JY008,0.0,1.45,1
200PLC889G,QP0QVRQL2,0.0,8.67,0
200PLC889G,URG9YJC0Y,1.22,0.0,0
200PLC889G,20GCULPQLL,0.0,0.0,1
200PLC889G,20C2RU2P00,0.0,0.0,1
200PLC889G,20PC98J0G9,0.0,0.28,0
200PLC889G,YCJ9PCLCL,0.0,0.0,0
200PLC889G,20C900CV28,2.28,4.07,1
200PLC889G,VLYVPRQLR,0.0,2.41,1
VLYVPRQLR,U9UQVRP0J,0.45,5.07,0
VLYVPRQLR,PPQ80U8RC,2.94,0.82,0
VLYVPRQLR,JQQYL9CGG,0.0,0.2,1
VLYVPRQLR,20JCJ82LP2,0.43,6.07,1
VLYVPRQLR,VU2YUU09J,6.38,16.38,1
VLYVPRQLR,VYLJGLVRC,2.57,2.15,1
VLYVPRQLR,20L0QUGUL2,1.14,0.0,0
VLYVPRQLR,20GJV0R9JY,5.95,0.28,1
VLYVPRQLR,YC2YP2P0J,0.0,3.92,1
VLYVPRQLR,PY8CCLYUR,1.72,0.94,0
VLYVPRQLR,UV2YL0VJC,3.41,3.57,0
VLYVPRQLR,20Y2URLY90,7.29,2.29,1
VLYVPRQLR,20VL0YJVVL,1.41,5.49,1
VLYVPRQLR,VYRJQP09U,0.34,0.14,1
VLYVPRQLR,20V9920P9Q,0.37,0.0,0
VLYVPRQLR,20RLRY880C,10.8,7.4,0
VLYVPRQLR,VQVG8RCLY,8.18,3.77,0
VLYVPRQLR,UP9JRG2R9,2.42,6.99,1
VLYVPRQLR,YUUYC2RL0,1.61,0.95,0
VLYVPRQLR,VL8JC889C,2.05,2.48,1
VLYVPRQLR,P02R8JPRQ,1.67,3.17,0
VLYVPRQLR,VQ98QUR8Y,0.11,1.35,1
VLYVPRQLR,20Y2GVYR8U,3.59,3.1,0
VLYVPRQLR,20QPRUGG8U,6.61,9.54,1
VLYVPRQLR,V8UGJ0RRY,1.89,2.67,1
VLYVPRQLR,200LCUGPG8,4.85,0.0,1
VLYVPRQLR,U9299C0JR,2.43,0.0,0
VLYVPRQLR,VY09PGJY0,3.41,0.0,1
VLYVPRQLR,VP0LLPVVU,5.52,15.41,1
VP0LLPVVU,VYRV2QCQG,11.48,5.41,1
VP0LLPVVU,200G9UL0QC,2.32,1.19,0
VP0LLPVVU,200R0JV9JV,5.88,0.53,1
VP0LLPVVU,VL8QGL80C,4.81,12.77,0
VP0LLPVVU,VLYQ8J0Q2,4.39,5.25,0
VP0LLPVVU,V8JPPQGUP,2.25,0.0,0
VP0LLPVVU,UCCJ0UUYU,3.63,0.42,1
VP0LLPVVU,UV9LU8YRJ,14.8,14.97,0
VP0LLPVVU,20JGG80Y9U,14.23,3.41,0
VP0LLPVVU,R8L88C8PL,10.7,2.62,0
VP0LLPVVU,VV2PGLLR9,9.11,34.11,1
VP0LLPVVU,200G8C8LCR,17.06,1.95,1
VP0LLPVVU,VLVJCJG2P,14.98,0.48,1
VP0LLPVVU,20JYGYVLUQ,4.6,0.52,0
VP0LLPVVU,UR8Y9228P,10.89,0.0,0
VP0LLPVVU,20L0QYU02L,16.8,0.0,1
VP0LLPVVU,200GCGJQQU,3.45,0.36,0
VP0LLPVVU,VPU8JVLV0,45.24,2.17,1
VP0LLPVVU,VPJLVJYGJ,5.96,0.0,0
VP0LLPVVU,20YRPQYGVG,19.44,3.49,1
VP0LLPVVU,20CGRV2LUG,7.32,21.32,1
VP0LLPVVU,200G8UJPLQ,40.18,21.18,1
VP0LLPVVU,VL2RVR0C8,26.6,6.81,1
VP0LLPVVU,VL8PLUR82,8.74,1.2,1
VP0LLPVVU,UCUUCC0G0,7.0,1.5,0
VP0LLPVVU,200YUGCQJU,8.41,0.02,1
VP0LLPVVU,U8UCCPQJU,10.52,0.0,1
VP0LLPVVU,VVUJPCGJR,1.6,0.89,0
VP0LLPVVU,VYVVRG82J,11.06,1.71,0
VYVVRG82J,V9QJU9V8R,0.59,1.93,1
VYVVRG82J,20U8RRQJJP,0.2,1.61,0
VYVVRG82J,VYYUYQGLQ,1.12,0.0,1
VYVVRG82J,20J8909GVJ,1.67,0.0,0
VYVVRG82J,20998C20VP,0.11,1.15,1
VYVVRG82J,208V2VY9LG,0.0,5.1,0
VYVVRG82J,VLG8URLJG,0.0,1.0,1
VYVVRG82J,20GP0RRRY8,0.37,10.8,1
VYVVRG82J,20QUL89G0V,0.73,1.49,0
VYVVRG82J,VY2CCQY2L,0.46,0.0,1
VYVVRG82J,VY2V8JC9J,5.44,18.06,0
VYVVRG82J,V288GVGYL,4.2,2.31,1
