BlueID,RedID,Blue_Elixir_Leaked,Red_Elixir_Leaked,Win
9JP9R0Y0Q,VQPGVY8CY,7.92,7.31,0
9JP9R0Y0Q,20CG0R9CRJ,2.77,4.84,0
9JP9R0Y0Q,VYRURVUUY,4.57,0.51,0
9JP9R0Y0Q,JY8Y2V0,0.0,5.63,0
9JP9R0Y0Q,GVJ20Y808,0.43,1.63,1
9JP9R0Y0Q,VL2UGV0QL,3.46,1.27,1
9JP9R0Y0Q,20VYCGLR82,7.45,3.28,0
9JP9R0Y0Q,20CG0YPGLG,2.41,6.99,0
9JP9R0Y0Q,VC22VLUP0,0.0,3.63,0
9JP9R0Y0Q,JPCY2YYG0,3.53,4.21,1
9JP9R0Y0Q,2L8JLYJ9,9.89,8.6,0
9JP9R0Y0Q,LJCLY9V9,0.0,13.92,0
9JP9R0Y0Q,RGV9CVJJP,0.0,7.42,0
9JP9R0Y0Q,UCR0VCGG0,0.0,2.09,1
9JP9R0Y0Q,8VRQJG0VJ,0.0,5.2,1
8VRQJG0VJ,U9GVR9C0L,0.65,2.65,0
8VRQJG0VJ,VJ2LVGGQ,3.87,2.17,1
8VRQJG0VJ,JUU88UQY0,3.14,9.18,0
8VRQJG0VJ,GJGQRL2Y9,6.63,12.31,1
8VRQJG0VJ,UVGR9CC9V,2.42,1.03,0
8VRQJG0VJ,20PY29LQ8U,0.0,11.53,1
8VRQJG0VJ,YCURJQ9UG,0.32,3.49,0
8VRQJG0VJ,20L92LGVR8,4.43,4.46,1
8VRQJG0VJ,J020C92Y2,0.59,4.34,1
8VRQJG0VJ,209R002CYC,0.46,15.43,1
8VRQJG0VJ,V2UPYYP89,4.71,0.02,1
8VRQJG0VJ,20C2LQGV0C,0.0,0.0,0
8VRQJG0VJ,CYG2CPJGU,6.87,0.77,0
8VRQJG0VJ,208Y8LGY99,2.13,20.5,1
8VRQJG0VJ,8GRQ8PPVV,0.17,0.95,1
8VRQJG0VJ,Y2UCCVY9R,2.46,9.11,0
8VRQJG0VJ,QQ2Q00JJ2,0.0,6.6,0
8VRQJG0VJ,GVJUVVYJQ,0.28,0.0,0
8VRQJG0VJ,R00JP8JP,0.0,0.0,1
8VRQJG0VJ,2Y8290P2L,1.57,3.65,0
8VRQJG0VJ,22G8JQ8UC,4.04,1.62,1
8VRQJG0VJ,20LPVCRRVR,1.06,1.46,0
8VRQJG0VJ,20R2CP8JGY,6.09,19.41,1
8VRQJG0VJ,U8QYY8YGG,0.39,2.75,1
8VRQJG0VJ,YVCPRJ890,1.62,15.57,1
8VRQJG0VJ,20QPPUC80L,2.24,4.93,1
8VRQJG0VJ,209GPYYLCJ,6.0,13.74,0
8VRQJG0VJ,GVRYU2VJJ,2.08,0.4,1
8VRQJG0VJ,JPQUJ89RL,0.92,0.0,0
8VRQJG0VJ,RGUYRL0VJ,4.24,10.24,0
8VRQJG0VJ,UVR2QQ29C,1.09,0.0,0
8VRQJG0VJ,VPLQ0VLCP,8.96,0.0,1
8VRQJG0VJ,UPL0GGP9L,0.0,18.65,0
UPL0GGP9L,LJLQ0QRR,1.45,0.0,1
UPL0GGP9L,CC292V2CJ,0.0,0.0,1
UPL0GGP9L,C29LYQU89,6.99,8.49,1
UPL0GGP9L,8PRQLGCY8,1.17,2.49,0
UPL0GGP9L,J0PLPR2YQ,6.99,1.21,1
UPL0GGP9L,U0LQC8LUQ,2.03,7.03,1
UPL0GGP9L,200YJ8U92C,0.82,0.0,1
UPL0GGP9L,CUCVQVJGY,2.14,0.14,0
UPL0GGP9L,U8VCGVU8G,8.09,0.06,1
UPL0GGP9L,VPYP0Y0UU,15.32,3.66,1
UPL0GGP9L,V2UGVYCVL,1.78,0.0,1
UPL0GGP9L,UGGUPRJPQ,6.49,0.0,1
UPL0GGP9L,U2809UGY0,3.17,0.0,1
UPL0GGP9L,GQVJLQCY,0.0,27.0,1
UPL0GGP9L,2088P9VC92,0.0,15.27,1
UPL0GGP9L,20C2U2VYUJ,6.13,0.34,1
UPL0GGP9L,UUUUYC0YJ,4.16,5.95,1
UPL0GGP9L,VJJQ89JJ0,3.81,11.15,1
UPL0GGP9L,VP20UL898,0.75,0.21,1
UPL0GGP9L,V22CCC8JL,5.27,10.45,1
UPL0GGP9L,VL0JGGLR0,0.0,0.0,0
UPL0GGP9L,889ULVJR0,0.11,0.0,1
UPL0GGP9L,V9Q92UC9J,2.71,3.81,1
UPL0GGP9L,V2GRPGQL8,4.73,3.17,1
UPL0GGP9L,208090RP0C,0.32,0.46,1
UPL0GGP9L,VP9JVPGV2,4.03,1.41,0
UPL0GGP9L,JLYJ8JURU,0.84,1.41,1
UPL0GGP9L,J802RYV0V,14.7,5.38,0
UPL0GGP9L,UCVV990J2,2.24,1.02,1
UPL0GGP9L,VV8P988GL,0.8,0.0,1
UPL0GGP9L,V9UGYRY2U,4.14,0.0,1
V9UGYRY2U,8R2J08P8V,1.03,2.03,0
V9UGYRY2U,V00L9CVVJ,0.6,0.0,1
V9UGYRY2U,LRL8QRQ20,0.88,3.13,0
V9UGYRY2U,80YC9QR8C,3.51,1.78,1
V9UGYRY2U,VQC9PGYGR,12.11,5.17,1
V9UGYRY2U,VQYVGC0J8,3.23,0.41,1
V9UGYRY2U,CV0C82QVP,5.31,7.41,1
V9UGYRY2U,VYRCVVUL8,4.34,9.2,1
V9UGYRY2U,VL889QULL,7.7,4.21,1
V9UGYRY2U,VYJ02GU0U,6.79,4.95,1
V9UGYRY2U,CGPCYU98G,1.24,2.25,0
V9UGYRY2U,V0JPRJLVR,3.42,1.41,0
V9UGYRY2U,20LYJQVPYR,0.0,3.28,1
V9UGYRY2U,VYRCJ99C0,0.0,0.0,1
V9UGYRY2U,2YYQ9YC0J,1.98,6.37,0
V9UGYRY2U,200G2R8JJQ,0.0,6.6,1
V9UGYRY2U,9GQVL0Q92,5.41,8.53,0
V9UGYRY2U,82CURJVJR,0.95,0.0,0
V9UGYRY2U,L0LPRLJV,5.17,1.49,0
V9UGYRY2U,U9L0VPGYV,10.64,3.0,1
V9UGYRY2U,VCCQ0G2PC,3.41,4.53,1
V9UGYRY2U,9LGUCU2,0.0,13.31,1
V9UGYRY2U,YQRQ8P08P,6.24,3.0,1
V9UGYRY2U,UC8Q0989L,0.0,0.0,0
V9UGYRY2U,VYRU8VPPR,23.1,16.31,1
V9UGYRY2U,U2L9GR0QG,0.0,1.17,0
V9UGYRY2U,20YG0LVY89,0.0,0.25,0
V9UGYRY2U,9U2CGC290,5.77,8.38,0
V9UGYRY2U,2PG99C90Y,4.35,3.35,1
V9UGYRY2U,VPQ8QJJQC,0.24,7.41,1
VPQ8QJJQC,GYVP80GRP,19.31,1.1,0
VPQ8QJJQC,2P9VJY98,0.13,5.88,0
VPQ8QJJQC,PLPPCQRL,3.42,3.42,0
VPQ8QJJQC,UGJYY0JPR,1.23,25.99,1
VPQ8QJJQC,JJ8U0V9QR,3.49,1.78,1
VPQ8QJJQC,RQ22UP8L9,17.41,10.84,0
VPQ8QJJQC,Q8R9V9JRL,10.34,0.68,0
VPQ8QJJQC,LQQVLUUYJ,0.96,0.27,0
VPQ8QJJQC,JGQ8GLUJV,0.0,0.0,0
VPQ8QJJQC,G00CJ8VRL,1.5,0.0,0
VPQ8QJJQC,UCR0R9Q9Q,0.0,2.74,0
VPQ8QJJQC,LV89JLQ82,3.24,6.66,0
VPQ8QJJQC,828VQ0YR9,1.2,0.0,1
VPQ8QJJQC,GRQLYQPPG,1.41,0.96,0
VPQ8QJJQC,CLU8UPJ8C,0.54,6.75,1
VPQ8QJJQC,CPVVCJ0C0,8.78,6.74,1
VPQ8QJJQC,U98PYJLG9,0.64,16.54,0
VPQ8QJJQC,RYGPCQYGV,1.21,4.13,0
VPQ8QJJQC,RP82JC09J,0.79,35.28,1
VPQ8QJJQC,JUYU9GQ0P,4.41,6.41,1
VPQ8QJJQC,VVR0U8YQG,8.41,19.41,1
VPQ8QJJQC,J0Y9YGRPV,2.3,10.99,1
VPQ8QJJQC,V89C9JP9U,3.41,3.66,1
VPQ8QJJQC,YLG0VCU8Q,6.41,0.5,1
VPQ8QJJQC,2JCGL99GY,0.32,2.06,1
VPQ8QJJQC,20PPJRYPP8,9.33,3.5,0
VPQ8QJJQC,20PR8GLPYY,0.68,1.2,1
VPQ8QJJQC,V8V82R0JP,3.41,3.57,1
VPQ8QJJQC,J9RP2G9V8,1.41,0.64,1
VPQ8QJJQC,R8VJQ2PQ,0.0,6.78,0
R8VJQ2PQ,VVQGUV29,0.0,3.05,0
R8VJQ2PQ,CYG2YV8RL,0.32,2.41,1
R8VJQ2PQ,UYU9UCJJR,0.17,1.32,0
R8VJQ2PQ,U9LGV9LG8,0.42,0.0,1
R8VJQ2PQ,GCL0Y09JJ,1.13,13.3,1
R8VJQ2PQ,L9GLYCVPJ,1.7,1.52,1
R8VJQ2PQ,P2QJG2CGL,0.0,2.52,1
R8VJQ2PQ,URYC9U9CU,0.0,2.42,1
R8VJQ2PQ,P88ULC8PP,3.0,4.0,1
R8VJQ2PQ,JU0PC0QRY,0.22,0.6,0
R8VJQ2PQ,8L8RGU9Y9,0.0,0.01,0
R8VJQ2PQ,9JJVG09QJ,3.45,1.02,0
R8VJQ2PQ,V0RCYQ8LQ,0.46,12.3,1
R8VJQ2PQ,J0GUR02YG,7.41,7.41,1
R8VJQ2PQ,29Y2PR0VQ,0.0,0.0,1
R8VJQ2PQ,R80C9PVQY,11.89,0.0,0
R8VJQ2PQ,VLR9UUV02,3.96,4.96,1
R8VJQ2PQ,90U82VPC,0.46,11.3,1
R8VJQ2PQ,CRP9G2J09,0.2,0.0,0
R8VJQ2PQ,RRG92G8UG,0.0,2.27,1
R8VJQ2PQ,C2GV8GQ2J,1.17,0.0,1
R8VJQ2PQ,Y8P9PYPU0,0.0,0.05,0
R8VJQ2PQ,802C8CJRU,0.0,0.17,1
R8VJQ2PQ,UJVVYPVL8,1.58,0.87,1
R8VJQ2PQ,QVGRL9G8U,0.35,2.82,0
R8VJQ2PQ,JUUJVJ2G,1.81,3.52,0
R8VJQ2PQ,PQCQYQ922,1.56,6.41,0
R8VJQ2PQ,Y0R9R0URJ,0.29,3.81,0
R8VJQ2PQ,C998L9VU2,0.0,1.86,1
R8VJQ2PQ,2QU9P809L,4.81,31.67,1
R8VJQ2PQ,P290GQ8Y,13.17,0.0,1
R8VJQ2PQ,RC9VUGCQ,11.1,0.0,1
R8VJQ2PQ,U0Q8CU09L,2.06,0.0,0
R8VJQ2PQ,YQRVR0JU,37.79,0.0,1
YQRVR0JU,208QPLGUCR,24.06,4.06,0
YQRVR0JU,U0PL0GP09,3.41,2.32,0
YQRVR0JU,UL928Q0YV,0.95,1.41,1
YQRVR0JU,VVJG9YRRR,1.04,10.04,1
YQRVR0JU,V8JJPRCU9,6.43,4.41,1
YQRVR0JU,VL0G209VJ,2.41,5.49,0
YQRVR0JU,VC8QG8LG2,2.36,19.53,1
YQRVR0JU,CU89JGGQV,9.44,1.61,0
YQRVR0JU,2JJ89UR8L,12.31,7.31,0
YQRVR0JU,UP9RJVRV0,0.46,9.69,1
YQRVR0JU,2GLUPQ0VR,0.59,2.17,1
YQRVR0JU,202GVPPV92,22.28,0.75,0
YQRVR0JU,VG2CQUJRJ,1.49,12.13,1
YQRVR0JU,C9C20VGR9,1.25,0.74,1
YQRVR0JU,VUCP2GCCG,3.08,10.24,0
YQRVR0JU,JPCL8GLVP,3.66,2.9,1
YQRVR0JU,20C8RVCL00,6.31,1.37,1
YQRVR0JU,UC0V202LC,156.13,164.13,1
YQRVR0JU,VPU9Y298P,5.32,21.06,1
YQRVR0JU,U88CCYGJJ,0.17,2.41,1
YQRVR0JU,VJCLQYRPV,0.0,0.54,1
YQRVR0JU,V8CG8PVLJ,2.0,0.0,1
YQRVR0JU,UP9CPL2LY,1.38,14.04,1
YQRVR0JU,VQYRJ22LY,0.0,1.39,1
YQRVR0JU,U2P22CJ8Q,10.8,17.24,0
YQRVR0JU,V89VL0ULU,1.35,1.46,1
YQRVR0JU,CGP9R809,7.56,5.38,1
YQRVR0JU,JJ0C00C0U,0.0,0.18,1
YQRVR0JU,V9UVRYP0C,2.09,1.02,1
YQRVR0JU,8L2JR8022,0.0,7.25,0
YQRVR0JU,2YU2G0P2Q,0.0,20.23,0
YQRVR0JU,20PGVRUPRC,0.0,0.95,1
YQRVR0JU,VJYPRJQL,0.0,6.96,0
YQRVR0JU,292GYGVR,23.42,0.0,1
292GYGVR,PY2G9V9R9,2.53,2.07,1
292GYGVR,89CYJ8CV,0.96,0.81,1
292GYGVR,8VPR8RYLG,1.24,1.23,1
292GYGVR,2J92C0QG9,1.99,2.39,1
292GYGVR,8QG2UR802,0.01,1.42,1
292GYGVR,UV0YYYLVR,1.27,2.8,1
292GYGVR,CUQPJUUQY,0.0,0.14,1
292GYGVR,2LYYJ0R0G,2.14,1.64,1
292GYGVR,QYUV2VY22,1.77,2.45,0
292GYGVR,9GC9U000C,3.73,3.6,0
292GYGVR,98JR0QLL,6.46,4.46,1
292GYGVR,PUJGC22G,2.28,5.62,1
292GYGVR,Q9QC2P9J,3.63,2.56,1
292GYGVR,LY0UV98JG,2.49,12.78,0
292GYGVR,8R9VP0RLP,2.77,2.87,1
292GYGVR,GQ0QY9CJ9,2.24,1.78,1
292GYGVR,2VJPJ8QP8,2.03,1.74,0
292GYGVR,2Y02LRGUU,7.79,10.61,0
292GYGVR,8V88GLPGC,2.31,6.17,1
292GYGVR,8G08P9R8P,2.03,4.56,1
292GYGVR,208CC2UYY9,5.29,5.19,1
292GYGVR,2VCYGRC2P,2.81,5.79,1
292GYGVR,Q98G82JRV,2.53,3.53,1
292GYGVR,R92980PRU,23.37,82.37,1
292GYGVR,2J90PVQQP,37.12,78.12,1
292GYGVR,PV8LYLG,60.75,29.75,1
292GYGVR,2GVC9CLRR,18.75,31.75,0
292GYGVR,2282PC8CR,20.37,87.37,1
292GYGVR,J0CG9GCP,24.75,20.75,0
292GYGVR,20LVPYG9P,29.0,43.0,0
292GYGVR,28LQY9LRP,0.0,6.08,0
292GYGVR,209VPUQUJ,0.0,0.68,1
292GYGVR,PY8CY900G,0.0,1.37,1
292GYGVR,G90Q8YQQR,0.0,9.93,0
G90Q8YQQR,VQQRYPUCL,3.57,4.41,1
G90Q8YQQR,VJC2CLPGU,2.41,1.41,1
G90Q8YQQR,VP29RLU29,2.77,5.53,0
G90Q8YQQR,202L2RCCQR,1.19,5.24,1
G90Q8YQQR,JLV8VV22L,2.81,2.28,1
G90Q8YQQR,LLLPLP0VC,8.48,4.67,1
G90Q8YQQR,L99J2PG82,4.3,6.09,1
G90Q8YQQR,U8VU08000,8.24,6.31,1
G90Q8YQQR,8L9RJVGGG,1.97,11.07,1
G90Q8YQQR,VL0JJ28JL,4.56,0.0,1
G90Q8YQQR,RGCQP8GQY,5.41,0.41,1
G90Q8YQQR,GYJY2JUPY,1.58,9.65,1
G90Q8YQQR,C9L90PQPC,3.63,3.35,1
G90Q8YQQR,LG80RL89V,3.53,1.46,1
G90Q8YQQR,QVRLJPC2R,4.28,2.67,1
G90Q8YQQR,20Q822J9VC,2.46,0.45,1
G90Q8YQQR,JYQPPGUP2,7.41,5.41,1
G90Q8YQQR,20VL2Y02PY,2.07,3.21,1
G90Q8YQQR,200G2LLPGC,4.78,7.41,1
G90Q8YQQR,VQPUVJ9VV,11.02,17.98,1
G90Q8YQQR,V8YQ9PUQG,5.31,1.03,1
G90Q8YQQR,VL2CJ8JQR,4.95,5.6,1
G90Q8YQQR,VUCV0L9QV,1.39,0.31,0
G90Q8YQQR,VQYG2GC2J,2.95,3.74,1
G90Q8YQQR,QP0P9PGL2,9.27,12.67,0
G90Q8YQQR,LQ8PCP8GC,3.41,0.0,0
G90Q8YQQR,UJ2Q2UV8J,10.79,0.0,1
G90Q8YQQR,22GCQV2LJ,0.0,10.44,0
G90Q8YQQR,8VJQ8QQQP,0.0,6.34,0
G90Q8YQQR,U8UG8R0GG,2.21,0.0,0
U8UG8R0GG,8QC8VL2YJ,1.89,13.41,1
U8UG8R0GG,U02Y8PVRU,2.03,3.64,1
U8UG8R0GG,9CVJQVGC0,2.74,2.78,1
U8UG8R0GG,GYYRLRCY2,1.0,0.36,1
U8UG8R0GG,8YLCC8GV,0.29,1.72,1
U8UG8R0GG,U0JGCV998,2.7,0.32,1
U8UG8R0GG,CL02RPJ8U,5.69,4.69,0
U8UG8R0GG,PV8VU2920,0.51,1.82,1
U8UG8R0GG,P0LU2VRC,5.85,0.2,1
U8UG8R0GG,28JPJ9RRG,0.93,8.41,1
U8UG8R0GG,GGU2Y99G9,6.18,14.43,0
U8UG8R0GG,2J0CRGV8Q,2.32,1.87,1
U8UG8R0GG,29J0J9RGJ,7.41,4.41,0
U8UG8R0GG,LGYVVLLVV,0.94,0.39,0
U8UG8R0GG,VQG0YVCJC,3.41,1.86,0
U8UG8R0GG,CJJRUV9Y0,2.67,0.0,1
U8UG8R0GG,9V8YLCRRU,3.56,3.81,0
U8UG8R0GG,9RJY822R,4.29,5.17,1
U8UG8R0GG,GP0Q08990,6.02,0.0,1
U8UG8R0GG,PC2QJ9JC,1.24,1.3,1
U8UG8R0GG,C89Q09P88,0.62,0.71,1
U8UG8R0GG,CVVPRL29Q,1.34,15.96,1
U8UG8R0GG,CPUVJU0G0,2.48,14.48,1
U8UG8R0GG,LCJRJL92,0.71,0.0,1
U8UG8R0GG,YPQQ9P2QV,0.49,1.57,0
U8UG8R0GG,2CJ9GPJGY,2.31,2.74,1
U8UG8R0GG,JJU2LY90P,13.33,9.46,0
U8UG8R0GG,VY08J2RV0,0.46,0.57,0
U8UG8R0GG,UL8CU9QUY,2.03,1.32,0
U8UG8R0GG,82PQGLGJ,1.25,1.0,0
U8UG8R0GG,LPVG8QGJQ,0.0,10.27,0
U8UG8R0GG,YPJ2QJ80,0.0,0.33,1
U8UG8R0GG,V8R28CLYR,0.0,9.04,0
V8R28CLYR,C80GUYQQL,2.05,3.15,1
V8R28CLYR,Y02GQJGY,0.0,0.42,0
V8R28CLYR,PJYY2VR2Q,0.01,0.0,1
V8R28CLYR,V0CJVJ82Q,4.27,0.42,1
V8R28CLYR,QG0UQ9CJG,9.0,1.4,0
V8R28CLYR,UQUV2LQGU,4.0,13.0,1
V8R28CLYR,U2R9JQCJY,0.0,1.53,1
V8R28CLYR,UV9R0RUPP,3.65,29.82,1
V8R28CLYR,CRQGUL9J2,0.07,0.87,0
V8R28CLYR,UQJUY20JL,2.3,4.35,1
V8R28CLYR,Y9P820QG8,0.57,3.26,0
V8R28CLYR,LUY0VR9LL,1.52,1.3,1
V8R28CLYR,8L02J0UGP,0.1,15.67,1
V8R28CLYR,Y9Q0YLRLG,1.32,0.0,0
V8R28CLYR,GYL8JJUQC,9.82,0.87,0
V8R28CLYR,PUUJQ0R82,12.87,0.26,0
V8R28CLYR,GLUV9L099,0.0,0.0,1
V8R28CLYR,V0YL2QQ88,4.0,2.0,1
V8R28CLYR,2YGC88989,18.02,0.0,0
V8R28CLYR,PJ9VQ8C9,1.11,3.85,0
V8R28CLYR,J8U2R0J00,0.52,0.13,1
V8R28CLYR,P8V9V9L8,1.1,0.11,0
V8R28CLYR,VY900PR92,3.77,0.9,0
V8R28CLYR,L99LQJ2PL,12.65,0.62,0
V8R28CLYR,9RURLRUCJ,0.0,0.0,1
V8R28CLYR,JU9Q2Q0P0,1.01,0.0,1
V8R28CLYR,CJY928PUV,0.21,0.86,0
V8R28CLYR,GCVULV2LL,3.42,3.0,1
V8R28CLYR,2URQ09RU0,4.77,13.12,1
V8R28CLYR,VYV0Y9UUJ,0.8,1.52,1
V8R28CLYR,VG0V200Q,0.0,8.13,0
V8R28CLYR,200UUJJJ9R,6.81,0.0,1
V8R28CLYR,QPRUUJ2UY,8.49,0.0,1
V8R28CLYR,J9GJ0J0V,1.42,0.0,0
J9GJ0J0V,UJLPCRLL,3.53,1.41,0
J9GJ0J0V,J8LRL8220,6.41,0.0,0
J9GJ0J0V,U2J89UVU8,4.34,2.0,0
J9GJ0J0V,LRGL9RRUU,6.41,0.24,1
J9GJ0J0V,CU0G9VVRV,3.0,15.02,1
J9GJ0J0V,R9CRPQ9R9,4.07,1.89,0
J9GJ0J0V,LYC8QU9VQ,1.88,0.0,0
J9GJ0J0V,9L0YLCQ2R,2.25,1.59,1
J9GJ0J0V,LUC0UJPQJ,1.82,3.67,0
J9GJ0J0V,G28VPQ2V8,2.67,0.42,1
J9GJ0J0V,YJLYQJ82R,2.49,8.52,1
J9GJ0J0V,UJPPLQVP8,1.81,4.16,1
J9GJ0J0V,QVLU2LG09,19.92,10.92,0
J9GJ0J0V,VL898Q89Q,1.6,0.26,0
J9GJ0J0V,8PJVPPCU,0.91,14.7,1
J9GJ0J0V,VQ009LV80,0.12,0.0,1
J9GJ0J0V,2VYJLQYY2,3.39,2.42,1
J9GJ0J0V,PPCV20V22,1.24,0.0,0
J9GJ0J0V,VL80VC20L,1.6,0.12,1
J9GJ0J0V,QPYQP9JJR,3.71,10.67,0
J9GJ0J0V,2Y8LCQP8L,2.07,1.41,0
J9GJ0J0V,VL2VRRRGY,1.78,0.82,1
J9GJ0J0V,20VYCJQ08V,1.6,1.41,0
J9GJ0J0V,VYRCLQ2R9,3.99,0.05,1
J9GJ0J0V,P2G8R0U9C,3.41,2.07,0
J9GJ0J0V,RPUL8P9J8,1.41,1.71,1
J9GJ0J0V,89UL90RLP,3.35,4.03,0
J9GJ0J0V,V0Y80LJ8V,1.28,22.1,1
J9GJ0J0V,RV2C2LC08,1.89,0.75,1
J9GJ0J0V,JP8VGP9CG,3.78,0.0,1
J9GJ0J0V,Q0YQ8RQUJ,0.0,7.97,0
J9GJ0J0V,9YCC02RRU,0.0,12.61,0
J9GJ0J0V,VRJVVJ9RY,0.0,1.42,1
J9GJ0J0V,URP8GY88V,0.0,9.23,0
URP8GY88V,JU8GV99PG,18.7,8.0,0
URP8GY88V,CJLCGJRLQ,6.92,5.0,0
URP8GY88V,VYJ998PVL,2.46,6.53,1
URP8GY88V,V0LCYVJUP,3.62,4.62,0
URP8GY88V,G29V2QQR,7.38,2.53,0
URP8GY88V,V2PPQUCCU,1.94,0.57,0
URP8GY88V,220JYLJRJ,2.46,0.3,0
URP8GY88V,QQCCJYRP8,0.46,4.46,0
URP8GY88V,RC8LQQVLC,4.82,9.97,0
URP8GY88V,PCUJVV09,1.96,1.43,1
URP8GY88V,200G2VUL9J,3.56,12.15,1
URP8GY88V,U08QLYVC2,2.88,5.42,1
URP8GY88V,8GQJ9CVC,19.84,3.07,0
URP8GY88V,VLVJ99CYG,0.91,2.67,1
URP8GY88V,PLGVGGVRJ,7.41,1.82,0
URP8GY88V,9UV999RJ,0.96,5.6,0
URP8GY88V,2PCR8JJRP,3.25,3.15,1
URP8GY88V,Y0L8G990,3.82,0.89,1
URP8GY88V,JQLY8GPUC,4.41,5.0,0
URP8GY88V,200GYYG9LU,0.66,3.12,0
URP8GY88V,200JJ2Q229,4.74,2.93,1
URP8GY88V,Y8CGPP0PG,7.68,34.85,1
URP8GY88V,L9VC8RP8Y,4.41,2.39,0
URP8GY88V,9P9JJ0PP,0.43,3.41,0
URP8GY88V,QJVG9UR22,2.37,0.9,0
URP8GY88V,UVJCJLRCV,2.38,2.01,1
URP8GY88V,89QJ8G0YC,0.0,0.07,1
URP8GY88V,VQYP082UV,2.17,6.02,1
URP8GY88V,V0YPPUVR0,1.95,0.74,0
URP8GY88V,LYPULCQGC,1.16,1.43,1
URP8GY88V,98QQV08R,12.02,0.0,1
URP8GY88V,RLPULYJ08,11.07,0.0,1
URP8GY88V,2CVJYRLQ,13.53,0.0,1
URP8GY88V,CJ99YR9V0,10.69,0.0,1
URP8GY88V,2PGQ2YJG,7.67,0.0,1
URP8GY88V,8J2U20LVL,0.0,19.36,0
URP8GY88V,UC0QUCL9L,9.7,0.0,1
UC0QUCL9L,G29VL0C,1.1,5.52,0
UC0QUCL9L,CLR8UPQP0,1.5,2.06,0
UC0QUCL9L,RLU8L90VQ,1.48,2.26,1
UC0QUCL9L,P8G8PPR,0.24,0.46,1
UC0QUCL9L,JGQVCPU8G,0.6,4.23,1
UC0QUCL9L,9JYCGLUQ,1.53,6.41,0
UC0QUCL9L,RPQ2RJ9U,0.05,4.86,1
UC0QUCL9L,UPU0R2L9Y,0.0,1.48,1
UC0QUCL9L,U88YL8VQ2,1.85,24.7,1
UC0QUCL9L,9C80CCYC8,2.34,6.2,0
UC0QUCL9L,L8YRRYJPU,2.17,4.24,1
UC0QUCL9L,2LYPVRV8J,2.46,4.53,1
UC0QUCL9L,2R9GYP9QY,1.87,3.15,0
UC0QUCL9L,R9YCPCJ8,0.0,0.0,0
UC0QUCL9L,RQGRY9U00,1.56,3.81,0
UC0QUCL9L,9P28V02GC,3.84,2.81,1
UC0QUCL9L,JPCGVRUR,1.78,1.74,0
UC0QUCL9L,20Y00RLCQ8,4.03,18.95,1
UC0QUCL9L,VPQ2C988G,2.71,5.0,0
UC0QUCL9L,R0YPCCJ99,1.81,3.38,1
UC0QUCL9L,G2UC8CUV8,2.37,7.99,0
UC0QUCL9L,8YYY9V98G,2.35,25.7,1
UC0QUCL9L,LVRP28LVU,2.49,3.06,0
UC0QUCL9L,J0PJYJR0U,2.1,4.07,0
UC0QUCL9L,VY0YGJRUQ,1.92,2.52,1
UC0QUCL9L,282J9L82Q,2.56,5.26,0
UC0QUCL9L,J9229Y0UY,3.01,10.86,0
UC0QUCL9L,RUGR2GYR0,27.25,43.25,1
UC0QUCL9L,P828P2CUL,15.5,38.5,1
UC0QUCL9L,80CU2GJG9,20.25,33.25,1
UC0QUCL9L,JLP82YPV8,0.0,6.39,0
UC0QUCL9L,VCV8JRRUY,0.0,1.73,1
VCV8JRRUY,R8RC88J2C,7.09,1.3,1
VCV8JRRUY,J202P8RPP,12.41,2.1,0
VCV8JRRUY,20Y8LVPRYP,1.37,0.12,1
VCV8JRRUY,LPLJ29UGV,8.41,0.0,0
VCV8JRRUY,2GRGUY98Q,11.6,0.86,1
VCV8JRRUY,UYP09PYCY,5.4,2.52,1
VCV8JRRUY,200G80R288,1.64,0.0,1
VCV8JRRUY,VYJ8U0VJG,13.77,0.0,1
VCV8JRRUY,CYPUCPUPG,3.78,7.41,0
VCV8JRRUY,VGRY2U8L8,2.6,2.19,1
VCV8JRRUY,CCUJ9VPYP,7.17,19.53,1
VCV8JRRUY,VL8PGJRCP,18.41,17.73,0
VCV8JRRUY,GGY29GV2Q,17.69,0.0,0
VCV8JRRUY,200G2R088G,3.09,2.89,1
VCV8JRRUY,200GY9LYQL,11.22,3.29,1
VCV8JRRUY,20CG80RYCL,0.0,4.96,0
VCV8JRRUY,LYG20VU2C,6.09,0.0,0
VCV8JRRUY,R2L0QP9J0,3.41,5.41,0
VCV8JRRUY,20Y8J8L8QL,0.46,0.14,1
VCV8JRRUY,GVJ29Y988,1.35,12.35,1
VCV8JRRUY,LJCVP09Q,3.95,4.7,0
VCV8JRRUY,200G99QU2P,10.36,0.77,0
VCV8JRRUY,200G8U9Q2G,11.41,0.79,1
VCV8JRRUY,20LYVCUU09,0.53,0.41,1
VCV8JRRUY,200G9JC9CU,0.4,2.83,1
VCV8JRRUY,200G88Y0CJ,0.36,4.41,1
VCV8JRRUY,200G9CLGLQ,0.21,0.52,1
VCV8JRRUY,GVLJVCRUL,7.05,9.05,1
VCV8JRRUY,20P8YGPQ,17.92,0.22,0
VCV8JRRUY,20RQ8GPQGR,10.65,13.65,0
VCV8JRRUY,9ULGC9GCQ,0.0,15.49,0
VCV8JRRUY,2P200CPC,0.0,9.96,0
VCV8JRRUY,QL020QYQU,0.0,1.28,1
VCV8JRRUY,9LQGUYCCP,8.6,0.0,1
